Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1995 05 22 11 16 54.10,Carniola interna,,45.63,14.28,6,4.27
1995 05 22 12 50 31.90,Carniola interna,,45.64,14.3,,4.48
1996 01 27 08 26 01.30,Dolomiti Friulane,91,46.314,12.575,04/05/20,3.9
1996 02 27 11 13 45.90,Dolomiti Friulane,150,46.309,12.577,5,4.27
1996 04 13 13 00 22.60,Dolomiti Friulane,164,46.312,12.559,05/06/20,4.43
1997 09 29 21 01 34.40,Val Pusteria,27,46.779,12.2,5,3.95
1997 12 09 01 36 36.50,Friuli,12,46.368,13.225,04/05/20,2.79
1998 03 13 15 14 56.40,Carniola interna,46,45.61,14.26,,4.25
1998 04 12 10 55 32.30,Slovenia nord-occidentale,28,46.31,13.63,8,5.64
1998 05 06 02 52 58.10,Slovenia nord-occidentale,25,46.28,13.7,,4.3
1998 05 28 09 32 19.50,Friuli,71,46.295,13.05,5,4.01
1998 08 31 02 32 05.00,Slovenia centrale,77,45.93,14.88,,4.31
1998 09 17 05 29 44.00,Slovenia centrale,,46.07,14.77,,4.16
1999 05 13 16 06 52.30,Slovenia nord-occidentale,,46.27,13.61,05/06/20,4.06
2001 07 17 15 06 15.27,Val Venosta,657,46.697,11.074,05/06/20,4.78
2002 02 14 03 18 02.48,Carnia,338,46.392,13.117,05/06/20,4.67
2004 07 12 13 04 06.00,Slovenia nord-occidentale,353,46.31,13.62,,5.12
2004 08 28 04 04 47.94,Carnia,90,46.388,12.908,4,3.74
2004 09 14 18 09 25.86,Costa croata settentrionale,,45.313,14.565,,4.12
2004 09 27 07 01 54.98,Carnia,22,46.493,12.905,03/04/20,3.08
2004 12 04 22 20 50.20,Prealpi Trevigiane,108,45.942,11.996,04/05/20,3.86
2007 07 15 16 36 51.70,"Carinthia, Feldkirchen",,46.78,14.07,5,4.16
2010 09 15 02 23 13.75,Carniola interna,,45.567,14.259,,4.1
2011 10 29 04 13 34.35,Val Lagarina,,45.712,10.911,,4.07
2012 01 24 23 54 46.03,Verona,,45.528,10.985,,4.07
2012 06 09 02 04 56.60,Prealpi Friulane,,46.18,12.488,,4.16
2012 12 03 04 36 01.64,Slovenia centrale,,46.229,14.757,,4.09
2013 02 02 13 35 34.28,"Carinthia, Eisenkappel",,46.462,14.632,,4.42
2014 03 13 17 31 59.32,Bassa Carniola,,45.673,14.896,,4.42
2014 04 22 08 58 26.49,Carniola interna,,45.622,14.253,,4.59
2015 01 30 00 45 49.97,Carnia,,46.385,13.173,,4.05
2015 08 29 18 47 03.90,Slovenia nord-occidentale,,46.32,13.61,,4.01
2017 08 08 20 42 36.82,Costa Croata Settentrionale,,45.151,14.689,,4.05
2017 08 09 11 37 05.23,Costa Croata Settentrionale,,45.13,14.732,,4.13
