Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1968 01 25 14 35 32.00,Valle del Belice,,37.78,12.94,,4.46
1968 01 26 08 02 18.00,Valle del Belice,,37.69,12.83,,4.79
1968 02 05 11 17 40.10,Castellammare del Golfo,,37.99,12.8,,4.36
1968 02 12 16 26 04.00,Valle del Belice,14,37.86,12.98,6,4.66
1968 03 04 23 37 54.00,Valle del Belice,,37.7,12.9,,4.46
1968 05 19 09 37 32.00,Tirreno meridionale,11,38.52,14.82,,4.9
1968 06 16 13 03 22.00,Monti Nebrodi,4,37.78,14.65,,5.15
1968 09 01 05 02 38.00,Valle del Belice,11,37.686,12.887,05/06/20,4.61
1969 04 02 01 38 02.20,Tirreno meridionale,,38.98,15.24,,4.79
1969 10 23 02 12 47.90,Tirreno meridionale,,38.61,15.27,,4.26
1969 11 05 10 02,Etna - S. Tecla (Acireale),1,37.637,15.176,05/06/20,2.91
1969 12 30 04 15 54.60,Stretto di Sicilia,,37.53,13.03,,4.46
1970 01 29 11 09 24.50,Tirreno meridionale,,38.75,14.83,,4.68
1970 04 02 21 26 39.50,Tirreno meridionale,,38.29,14.28,,4.68
1971 02 01 07 50 11.27,Tirreno meridionale,,38.694,14.039,,4.36
1971 02 03 04 53 33.18,Tirreno meridionale,12,38.678,14.224,,4.57
1971 02 19 18 50 21.00,Monti Peloritani,17,38.051,15.182,5,4.54
1971 04 21 16 30,Etna - Fondo Macchia (Giarre),11,37.714,15.148,8,4.31
1972 12 27 08 15 16.00,Valle del Belice,17,37.727,12.961,05/06/20,4.34
1973 08 03 19 49,Etna - S. Maria Ammalati (Acireale),35,37.65,15.157,7,3.75
1973 08 18 22 38,Etna - Guardia (Acireale),18,37.666,15.165,7,3.75
1973 08 21 23 00,Etna - Guardia (Acireale),2,37.658,15.172,05/06/20,2.91
1973 09 21 23 40,Valle del Belice,6,37.712,12.95,04/05/20,3.99
1973 12 20 17 44 25.51,Tirreno meridionale,,38.764,14.796,,5.02
1974 02 04 23 15,Tirreno meridionale,2,38.709,13.193,4,3.7
1974 02 11 23 45,Etna - Ragalna,3,37.64,14.956,6,3.19
1974 02 14 10 48,Etna - Rocca (Ragalna ),3,37.642,14.957,05/06/20,2.91
1974 02 27 23 13 04.07,Ionio meridionale,,37.544,15.468,,4.36
1974 03 26 22 30,Etna - Sciara (Giarre),2,37.726,15.149,6,3.19
1974 03 28 21 34,Etna - Versante meridionale,7,37.7,14.998,6,3.19
1974 05 18 08 43,Etna - Nicolosi,5,37.615,15.029,05/06/20,2.91
1975 01 16 00 09 45.00,Stretto di Messina,346,38.114,15.643,07/08/20,5.18
1975 06 12 19 27 07.15,Sicilia centro-orientale,,37.507,14.468,,4.17
1975 08 10 20 55 50.94,Tirreno meridionale,,38.534,15.597,,4.68
1976 09 17 01 23 55.00,Monti Nebrodi,40,37.854,14.276,05/06/20,4.55
1976 09 21 15 01 49.97,Tirreno meridionale,,38.738,14.682,,4.79
1976 10 12 04 26 15.00,Valle del Belice,11,37.799,12.856,5,4.41
1977 02 21 18 06,Etna - Ragalna,5,37.637,14.95,05/06/20,2.91
1977 06 05 13 59,Monti Nebrodi,108,37.893,14.344,06/07/20,4.61
1977 06 28 07 12 49.01,Isole Eolie,,38.603,14.698,,5.27
1977 12 20 20 04 14.70,Golfo di Gioia,,38.443,15.696,,4.79
1978 01 19 05 15 24.00,Stretto di Sicilia,6,37.143,13.016,4,4.37
1978 03 11 19 20 48.41,Aspromonte,126,38.055,16.073,8,5.22
1978 04 15 23 33 48.15,Golfo di Patti,330,38.385,15.086,8,6.03
1978 04 15 23 37 47.42,Golfo di Patti,,38.396,15.22,,4.68
1978 04 29 23 49 22.88,Tirreno meridionale,,39.025,13.838,,4.26
1978 05 11 02 46 58.51,Golfo di Patti,,38.297,15.125,,4.64
1978 05 17 08 57,Etna - Versante orientale,3,37.692,15.104,05/06/20,2.91
1978 08 26 18 43 39.00,Tirreno meridionale,17,37.975,14.218,04/05/20,4.35
1978 12 14 23 00 14.81,Tirreno meridionale,,38.341,13.264,,4.36
1979 01 16 19 27 10.13,Golfo di Patti,11,38.291,15.033,5,4.35
1979 01 20 13 49 58.49,Tirreno meridionale,9,38.684,12.843,,4.87
1979 09 21 23 47 35.77,Tirreno meridionale,,38.945,14.709,,4.57
1980 01 23 21,Monti Iblei,122,36.904,14.807,05/06/20,4.39
1980 02 04 02 30 24.74,Isole Eolie,,38.521,15.066,,4.57
1980 05 28 19 51 20.04,Tirreno meridionale,44,38.483,14.27,05/06/20,5.66
1980 05 31 11 41 13.65,Tirreno meridionale,,38.272,14.415,,4.38
1980 06 01 02 32 51.71,Tirreno meridionale,,38.369,14.317,,4.78
1980 06 05 13 37 06.63,Tirreno meridionale,,38.238,14.027,,4.36
1980 08 21 15 57,Etna - Tremestieri Etneo,3,37.578,15.066,5,2.63
1980 08 22 23 28,Etna - C.da Pizzo Carammo (Mascalucia),5,37.582,15.057,05/06/20,2.91
1980 08 23 07 52,Etna - C.da Pizzo Carammo (Mascalucia),17,37.587,15.061,6,3.19
1980 09 16 02 30,Etna - C.da Trigona (Trecastagni),22,37.605,15.079,6,3.19
1980 09 28 15 04,Etna - C.da Inchiuso (S. Giovanni la Punta),27,37.592,15.085,6,3.62
1980 11 24 02 39 21.14,Tirreno meridionale,,39.041,14.573,,4.36
1980 11 26 01 38,Etna - Fornazzo (Milo),21,37.733,15.123,06/07/20,3.47
1980 12 24 12 11 22.09,Stretto di Sicilia,,37.109,12.869,,4.39
1981 01 08 16 36,Etna - Piano Pernicana (Linguaglossa),1,37.808,15.074,6,3.19
1981 02 18 19 52 52.82,Sicilia centro-settentrionale,,37.775,14.763,,4.36
1984 03 17 14 55 05.00,Etna - Versante nord-occidentale,,37.772,14.964,,3.28
1981 04 05 10 12 46.99,Golfo di Patti,,38.322,15.01,,4.32
1981 04 30 12 32,Etna - Pozzillo (Acireale),29,37.66,15.198,6,3.96
1981 06 07 13 00 57.09,Mazara del Vallo,50,37.674,12.477,6,4.93
1981 06 13 05 54 07.67,Stretto di Sicilia,,37.087,12.451,,4.46
1981 06 22 09 36 17.48,Tirreno meridionale,,38.439,14.1,,4.77
1981 07 03 13 05,Etna - Linera (S. Venerina),1,37.666,15.137,05/06/20,2.91
1981 07 07 21 38,Etna - Rondinella (S. Venerina),26,37.693,15.144,05/06/20,3.73
1981 07 19 12 56,Etna - Sciara (Giarre),17,37.726,15.15,05/06/20,2.91
1981 07 29 14 08,Etna - Pozzillo (Acireale),24,37.669,15.193,05/06/20,3.73
1981 09 01 23 32,Etna - S. Maria Ammalati (Acireale),44,37.649,15.15,05/06/20,2.91
1981 09 03 23 29 19.33,Tirreno meridionale,,38.477,15.719,,4.68
1981 09 13 04 49,Etna - S. Maria Ammalati (Acireale),56,37.647,15.161,06/07/20,3.62
1981 10 11 23 48 56.86,Tirreno meridionale,,38.674,14.576,,4.26
1982 03 30 02 16 55.25,Tirreno meridionale,,38.498,15.622,,4.9
1982 06 04 09 38,Etna - Ragalna,16,37.655,14.975,6,3.5
1982 06 21 04 18 37.49,Isole Eolie,,38.62,14.728,,4.36
1982 07 06 14 37,Etna - C.da Algerazzi (Zafferana E.),150,37.707,15.11,7,3.27
1982 07 07 23 45,Etna - Piano Pernicana (Linguaglossa),1,37.808,15.069,6,3.19
1982 07 27 00 28 01.83,Tirreno meridionale,,38.536,15.391,,4.07
1982 10 21 06 58 55.17,Sicilia settentrionale,1,38.042,14.801,6,4.29
1983 03 27 08 05 06.32,Etna - C.da Calcerana (Adrano),18,37.683,14.908,06/07/20,3.47
1983 04 04 04 49 37.99,Tirreno meridionale,,38.418,13.18,,4.12
1983 05 13 01 35 01.00,Monti Madonie,6,37.989,14.333,4,4.16
1983 07 20 22 03 30.04,Etna - Viagrande,106,37.613,15.101,07/08/20,4.3
1983 08 30 13 14 41.74,Valle del Belice,,37.685,12.733,,4.2
1983 10 10 03 51 42.02,Tirreno meridionale,,38.582,12.94,,4.47
1983 11 30 14 25,Etna - Ballo (Zafferana E.),45,37.687,15.113,05/06/20,2.8
1984 04 15 03 10 45.17,Etna - Vallone Licodia (S. Maria Licodia),19,37.627,14.906,06/07/20,3.5
1984 05 26 12 26 45.83,Tirreno meridionale,,38.531,13.467,,4.14
1984 05 26 15 43 16.61,Tirreno meridionale,,38.486,13.172,,4.08
1984 06 17 16 51 52.20,Etna - S. Maria la Stella (Aci S. Antonio),15,37.628,15.136,05/06/20,3.5
1984 06 19 15 19 29.91,Etna - Fiandaca (Acireale),46,37.636,15.131,7,3.96
1984 10 18 11 58 51.97,Etna - Piano Pernicana (Linguaglossa),15,37.808,15.075,6,3.9
1984 10 19 17 43 14.14,Etna - Zafferana Etnea,124,37.708,15.079,7,4.55
1984 10 25 01 11 52.10,Etna - Fleri (Zafferana E.),122,37.66,15.095,8,4.43
1984 11 07 08 56 29.64,Etna - Pedara,15,37.625,15.071,05/06/20,3.73
1984 11 09 01 43,Etna - Petrulli (Zafferanan E.),2,37.704,15.123,05/06/20,2.91
1984 11 24 11 13,Etna - Piano Pernicana (Linguaglossa),3,37.798,15.068,05/06/20,4.08
1985 03 23 06 43 56.13,Etna - Torre Del Grifo (Mascalucia),18,37.595,15.047,05/06/20,3.27
1985 05 14 05 44 36.14,Stretto di Messina,3,38.206,15.683,04/05/20,3.84
1985 06 13 21 18 25.58,Etna - Versante occidentale,57,37.672,14.901,6,3.96
1985 08 08 22 32 09.90,Tirreno meridionale,,38.325,12.811,,4.21
1985 08 09 21 49 48.64,Golfo di Castellammare,,38.366,12.954,,4.52
1985 08 25 03 39 16.65,Sicilia occidentale,,37.887,12.731,,4.1
1985 10 03 17 42 22.65,Ionio meridionale,,37.696,16.256,,4.08
1985 10 10 19 26 07.88,Etna - Linera (S. Venerina),39,37.673,15.136,05/06/20,3.85
1985 12 25 02 39 57.99,Etna - Piano Provenzana (Linguaglossa),20,37.805,15.048,7,4.2
1985 12 26 02 34 03.38,Etna - S. Alfio,14,37.725,15.134,7,4.4
1986 01 08 18 54,Etna - Ragalna,1,37.634,14.943,05/06/20,3.73
1986 01 11 10 00 30.26,Etna - Versante sud-occidentale,5,37.631,14.886,06/07/20,3.85
1986 01 12 06 29 54.02,Etna - Bongiardo (S. Venerina),26,37.687,15.134,6,3.73
1986 01 12 23 37 39.85,Etna - S. Venerina,53,37.69,15.134,06/07/20,3.96
1986 01 18 00 16 03.39,Etna - Dagala (S. Venerina),35,37.699,15.137,05/06/20,3.62
1986 01 18 21 41 34.24,Etna - Dagala (S. Venerina),6,37.697,15.137,05/06/20,3.6
1986 01 21 00 01 59.73,Etna - Ragalna,1,37.653,14.969,05/06/20,3.73
1986 01 29 09 07 53.57,Etna - Nicolosi,27,37.613,15.026,6,3.96
1986 02 01 22 52 30.19,Etna - S. Giovanni Bosco (Acireale),48,37.655,15.164,06/07/20,3.85
1986 02 02 16 10 04.91,Etna - S. Giovanni Bosco (Acireale),63,37.653,15.163,7,4.08
1986 02 22 16 55 02.78,Etna - C.da Calcerana (Adrano),2,37.684,14.894,6,3.5
1986 02 22 17 02 20.69,Etna - C.da Calcerana (Adrano),2,37.673,14.911,6,3.5
1986 06 19 19 56 05.71,Tirreno meridionale,,38.399,13.741,,3.65
1986 09 27 18 08 17.03,Tirreno meridionale,,38.736,15.277,,5.25
1986 10 05 11 28 43.83,Etna - Versante meridionale,19,37.741,14.878,05/06/20,3.27
1986 10 29 23 18 07.29,Etna - Piano Provenzana (Linguaglossa),74,37.806,15.051,7,3.9
1986 11 03 06 32 55.63,Etna - C.da Algerazzi (Zafferana E.),86,37.72,15.108,06/07/20,3.4
1986 11 27 15 15 58.57,Stretto di Sicilia,,36.458,13.612,,4.26
1986 11 30 03 19 11.04,Isole Eolie,,38.571,14.941,,4.79
1986 12 04 12 50,Etna - C.da Caramma (Acireale),25,37.642,15.167,05/06/20,2.91
1987 01 29 08 06 44.42,Tirreno meridionale,,38.746,14.826,,4.07
1987 01 29 13 35 21.29,Stretto di Sicilia,,36.392,12.746,,4.08
1987 02 02 16 08 44.20,Sicilia centro-orientale,22,37.747,14.711,,4.44
1987 05 06 18 20 31.00,Etna - Vallone Licodia (S. Maria Licodia),13,37.648,14.923,05/06/20,3.1
1987 06 06 22 54 52.76,Sicilia centrale,,37.706,14.195,,4.03
1987 08 13 07 22 09.91,Etna - Maletto,35,37.752,15.006,6,4.75
1988 03 30 11 19 27.06,Tirreno meridionale,,38.406,14.764,,4.35
1988 04 01 23 43 23.41,Etna - Versante orientale,30,37.713,15.122,06/07/20,3.1
1988 06 12 02 42 41.63,Stretto di Sicilia,,35.997,13.07,,4.24
1988 06 19 01 44 23.00,Etna - Versante settentrionale,37,37.838,15.095,6,3.5
1988 10 28 18 48 45.00,Etna - Piano Pernicana (Linguaglossa),66,37.807,15.079,6,3.62
1988 11 21 02 19 54.99,Etna - C.da Trigona (Trecastagni),21,37.604,15.08,6,2.8
1988 12 19 02 22 12.31,Etna - Ballo (Zafferana E.),49,37.695,15.106,05/06/20,3.38
1989 01 29 07 30 32.89,Etna - Codavolpe (S. Venerina),78,37.705,15.165,7,3.4
1989 02 16 19 27 03.62,Etna - Fondo Macchia (Giarre),23,37.719,15.149,05/06/20,2.92
1989 06 28 21 36 30.45,Etna - Zafferana Etnea,32,37.693,15.101,05/06/20,2.8
1989 07 27 15 08 51.00,Etna - Caselle (Milo),55,37.725,15.117,6,3.15
1989 11 21 18 36 06.41,Aspromonte,23,38.107,15.792,05/06/20,4.19
1990 02 15 04 56 14.20,Isole Eolie,,38.698,15.242,,4.57
1990 03 28 05 47 31.26,Golfo di Patti,38,38.187,14.983,5,4.39
1990 08 01 20 33 20.66,Tirreno meridionale,,38.815,14.768,,4.16
1990 10 29 08 16 14.35,Stretto di Sicilia,40,36.236,14.68,,4.79
1990 12 13 00 24 25.68,Sicilia sud-orientale,304,37.306,15.429,,5.61
1990 12 16 13 50 28.68,Ionio meridionale,105,37.265,15.471,,4.38
1991 01 07 11 42 55.44,Monti Madonie,26,37.993,14.092,04/05/20,3.79
1991 04 07 13 08 33.00,Sicilia centro-settentrionale,,37.863,14.537,,4.26
1991 09 07 05 39 18.55,Stretto di Messina,,37.96,15.51,,4.02
1991 09 25 06 12 39.90,Aspromonte,10,37.982,16.014,04/05/20,3.3
1991 09 25 14 53 44.71,Aspromonte,23,37.973,16.026,5,3.92
1991 10 03 02 40 27.13,Isola di Stromboli,,38.885,15.111,,4.04
1991 12 15 20 00 50.00,Etna - Versante meridionale,38,37.743,14.974,05/06/20,4.3
1992 04 06 13 08 32.83,Monti Nebrodi,23,37.851,14.517,5,4.73
1992 04 25 12 46 16.90,Isole Eolie,,38.589,14.93,,5.12
1992 06 13 09 32 13.44,Piana di Gioia,17,38.357,15.831,05/06/20,3.64
1992 06 25 21 27 34.64,Isola di Panarea,,38.638,15.065,,4.07
1992 08 06 04 23 15.52,Stretto di Sicilia,19,37.35,13.178,,3.94
1992 09 27 11 55 15.73,Sicilia centro-settentrionale,54,37.809,14.588,,4.16
1993 03 01 12 43 13.04,Tirreno meridionale,27,38.545,14.567,,4.09
1993 06 14 05 13 05.58,Etna - Ballo (Zafferana E.),46,37.696,15.114,05/06/20,3.5
1993 06 26 17 47 52.88,Monti Madonie ?,47,38.036,14.164,06/07/20,4.92
1993 10 12 20 21 21.27,Etna - Versante nord-occidentale,28,37.821,14.861,4,4.23
1993 11 27 13 26 44.83,Tirreno meridionale,,38.862,14.858,,4.79
1994 05 06 19 09 49.28,Sicilia centrale,68,37.651,14.189,5,4.36
1994 07 23 20 57 31.84,Monti Peloritani,,38.172,15.168,,4.71
1994 08 09 21 29 28.08,Stretto di Sicilia,,36.215,12.895,,4.86
1994 11 27 07 26 27.62,Isole Eolie,,38.382,14.845,,4.08
1995 02 10 08 15 45.00,Etna - Versante occidentale,18,37.705,14.969,5,4.31
1995 03 08 08 55 08.58,Ionio meridionale,,37.815,15.552,,4.06
1995 04 11 12 06 51.62,Sicilia centrale,43,37.625,13.858,03/04/20,4.03
1995 05 29 06 52 27.50,Isole Egadi,45,38.133,12.145,5,4.78
1995 07 23 18 44 22.95,Isole Eolie,58,38.575,14.647,6,4.63
1995 08 27 19 42 13.49,Golfo di Patti,55,38.312,15.179,04/05/20,4.11
1995 09 09 22 12 17.43,Stretto di Sicilia,,36.431,13.129,,4.36
1995 12 28 22 11 01.14,Stretto di Sicilia,5,36.54,13.473,,4.11
1995 12 29 00 14 15.89,Stretto di Sicilia,7,36.473,13.459,,4.48
1996 02 15 05 43 41.54,Stretto di Sicilia,,36.354,12.564,,4.06
1996 04 25 18 12 58.41,Stretto di Sicilia,,36.088,12.89,,4.25
1996 12 02 13 01 40.00,Etna - C.da Luminaria (S. Venerina),42,37.685,15.161,6,3.5
1996 12 14 00 18 42.79,Monti Madonie,45,37.821,13.899,5,4.27
1997 03 25 00 46 17.22,Ionio meridionale,22,37.198,15.701,04/05/20,4.49
1997 07 01 12 15 04.10,Tirreno meridionale,,38.305,14.225,,4.07
1997 07 30 16 06 37.40,Monti Iblei,45,37.202,14.771,5,4.45
1997 09 02 10 42 40.72,Etna - Zafferana Etnea,33,37.701,15.101,05/06/20,3.5
1997 10 29 12 02 45.00,Etna - Fossa Dell'Acqua (Acireale),22,37.621,15.136,05/06/20,3.15
1997 11 11 07 27 56.00,Etna - S. Maria la Stella (Aci S. Antonio),35,37.639,15.134,05/06/20,3.03
1997 11 11 18 44 13.32,Etna - S. Maria la Stella (Aci S. Antonio),35,37.637,15.137,05/06/20,3.38
1997 12 03 08 28 36.46,Etna - Versante sud-occidentale,6,37.7,14.975,5,3.38
1997 12 13 04 30 07.71,Tirreno meridionale,,38.919,13.868,,4.36
1997 12 24 09 40 07.00,Etna - Versante meridionale,11,37.75,14.965,6,4.08
1998 01 10 08 45 18.00,Etna - Versante sud-occidentale,44,37.747,14.94,06/07/20,3.96
1998 01 17 12 32 46.74,Golfo di Castellammare,21,38.377,12.752,,4.83
1998 02 08 01 12 35.63,Aspromonte,39,38.133,15.828,5,3.91
1998 05 20 09 55 56.98,Tirreno meridionale,,38.41,12.679,,4.17
1998 05 22 11 54 43.00,Etna - Nicolosi,29,37.608,15.03,6,3.5
1998 06 17 12 42 00.19,Tirreno meridionale,,38.468,12.721,,4.34
1998 06 20 02 25 47.42,Tirreno meridionale,,38.436,12.777,,5.17
1998 06 20 11 15 13.70,Tirreno meridionale,,38.384,12.629,,4.16
1998 06 21 09 00 48.49,Tirreno meridionale,4,38.445,12.661,,4.63
1998 06 21 12 59 04.01,Tirreno meridionale,,38.434,12.692,,4.63
1998 09 14 05 24 47.08,Tirreno meridionale,,38.549,13.457,,5
1999 02 14 11 45 53.99,Golfo di Patti,101,38.226,15.021,6,4.66
1999 03 31 09 43 10.08,Monti Iblei,,36.895,15.037,,4.18
1999 04 12 05 33 40.98,Sicilia centrale,,37.418,14.244,,4.16
1999 06 02 10 36 59.97,Tirreno meridionale,,38.564,14.121,,4.16
1999 08 05 14 57 38.40,Etna - Versante sud-occidentale,35,37.673,14.873,6,4
1999 08 30 20 52 44.74,Sicilia centro-orientale,,37.532,14.638,,4.86
1999 09 20 06 56 59.98,Tirreno meridionale,,38.414,15.7,,4.07
1999 10 14 13 23 51.48,Ionio meridionale,,37.317,15.832,,4.36
1999 10 20 22 19 10.37,Ionio meridionale,,37.222,15.957,,4.06
1999 10 23 02 06 00.90,Tirreno meridionale,,38.877,14.675,,4.88
1999 12 26 14 19 49.87,Etna - C.da Ilice Carlino (Milo),43,37.703,15.102,05/06/20,3.27
2000 01 11 08 20 53.38,Etna - S. Alfio,39,37.746,15.142,06/07/20,3.38
2000 03 17 03 52 44.05,Calabria meridionale,52,37.953,15.951,5,4.05
2000 05 29 14 25 32.48,Golfo di Patti,34,38.139,15.141,04/05/20,3.66
2000 11 05 17 26 27.04,Etna - Versante meridionale,70,37.682,14.953,05/06/20,3.85
2000 11 07 09 23 19.80,Tirreno meridionale,,38.719,14.079,,4.06
2001 01 04 22 20 59.01,Tirreno meridionale,,38.915,14.781,,4.56
2001 01 09 02 51 58.31,Etna - Zafferana Etnea,104,37.7,15.106,6,3.73
2001 04 22 13 56 34.32,Etna - Versante occidentale,55,37.732,14.929,6,4.19
2001 05 03 21 41 35.72,Etna - Ragalna,13,37.635,14.948,6,3.38
2001 05 08 03 52 59.26,Monti Nebrodi,21,38.164,14.902,04/05/20,3.6
2001 05 09 09 29 49.44,Stretto di Sicilia,,36.763,12.369,,4.56
2001 07 13 03 13 33.12,Etna - Versante orientale,,37.712,15.053,,3.73
2001 07 13 03 15 31.00,Etna - Versante meridionale,25,37.688,14.938,06/07/20,4
2001 07 13 05 11 47.78,Etna - Area sommitale,,37.74,15.004,,3.5
2001 07 14 03 04 51.50,Etna - Versante orientale,,37.688,15.052,,3.62
2001 07 14 05 53 17.45,Etna - C.da Calcerana (Adrano),16,37.684,14.902,6,3.5
2001 07 14 07 38 14.86,Etna - Versante orientale,,37.688,15.057,,3.62
2001 07 14 08 54 08.67,Etna - Versante orientale,,37.712,15.053,,3.73
2001 07 14 08 57 33.00,Etna - Versante orientale,,37.707,15.035,,3.5
2001 07 14 16 52 36.28,Etna - Versante orientale,,37.685,15.044,,3.5
2001 07 15 00 14 17.05,Etna - Versante sud-occidentale,,37.689,14.957,,3.62
2001 07 15 03 12 05.42,Etna - Versante sud-occidentale,,37.697,14.951,,3.62
2001 07 15 03 28 21.04,Etna - Versante sud-occidentale,,37.649,14.961,,3.5
2001 07 15 04 57 30.79,Etna - Versante orientale,,37.7,15.05,,3.62
2001 07 15 04 57 48.20,Etna - Versante orientale,,37.708,15.05,,3.73
2001 07 15 07 45 30.53,Etna - Area sommitale,,37.735,15.001,,3.73
2001 07 15 09 00 58.87,Etna - Versante occidentale,,37.702,14.872,,3.62
2001 07 15 15 02 36.88,Etna - Versante sud-occidentale,,37.678,14.968,,3.5
2001 07 16 15 08 24.93,Etna - Area sommitale,,37.712,15.006,,3.62
2001 07 16 20 27 02.68,Etna - Area sommitale,,37.717,15.012,,3.62
2001 07 16 23 19 50.36,Etna - Area sommitale,,37.716,15.003,,3.85
2001 07 17 00 59 43.86,Etna - Area sommitale,,37.715,15.008,,3.62
2001 07 17 02 40 08.04,Etna - Area sommitale,,37.714,15.008,,3.62
2001 07 17 05 33 00.26,Etna - Area sommitale,,37.717,15.007,,3.96
2001 07 17 08 25 06.55,Etna - Versante sud-occidentale,,37.653,14.962,,3.5
2001 07 17 10 08 17.75,Etna - Area sommitale,,37.717,14.999,,3.62
2001 07 17 10 48 31.41,Etna - Area sommitale,,37.71,15.005,,3.5
2001 07 17 13 40 18.98,Etna - Area sommitale,,37.708,15.007,,3.5
2001 07 17 13 46 15.57,Etna - Versante orientale,,37.681,15.055,,3.62
2001 07 22 12 32 13.76,Etna - Versante orientale,20,37.681,15.069,5,3.5
2001 08 17 03 15 09.92,Tirreno meridionale,,38.345,14.713,,4.46
2001 08 20 22 44 58.92,Etna - Versante orientale,12,37.711,15.114,5,3.5
2001 08 30 13 51 39.81,Ionio meridionale,,36.375,15.31,,4.08
2001 09 14 18 53 36.03,Ionio meridionale,,37.613,16.139,,4.16
2001 10 28 09 03 58.52,Etna - S. Maria Ammalati (Acireale),67,37.656,15.157,6,3.3
2001 11 25 19 34 19.95,Monti Madonie,25,37.841,13.97,04/05/20,4.69
2002 03 24 23 05 34.94,Etna - Versante orientale,40,37.72,15.104,6,3.27
2002 04 05 04 51 25.93,Isole Eolie,,38.51,15.137,,4.06
2002 04 05 04 52 20.52,Isole Eolie,21,38.446,15.064,05/06/20,4.49
2002 09 06 01 21 27.25,Tirreno meridionale,132,38.364,13.687,6,5.92
2002 09 06 01 33 16.59,Tirreno meridionale,,38.421,13.607,,4.37
2002 09 06 01 39 52.00,Tirreno meridionale,,38.407,13.676,,4.11
2002 09 06 01 45 31.37,Tirreno meridionale,,38.407,13.732,,4.72
2002 09 06 06 15 55.16,Tirreno meridionale,,38.441,13.58,,4.14
2002 09 06 14 22 31.80,Tirreno meridionale,,38.532,13.757,,4.02
2002 09 10 02 32 52.76,Tirreno meridionale,,38.398,13.563,,4.36
2002 09 11 14 35 17.94,Tirreno meridionale,,38.493,13.768,,4.07
2002 09 12 03 02 42.45,Tirreno meridionale,,38.417,13.632,,4.32
2002 09 20 23 06 04.92,Tirreno meridionale,,38.383,13.695,,4.73
2002 09 22 16 01 50.22,Etna - Piano Provenzana (Linguaglossa),35,37.803,15.077,6,3.85
2002 09 27 06 10 45.93,Tirreno meridionale,,38.376,13.694,,5.1
2002 09 28 02 46 48.01,Tirreno meridionale,,38.367,13.691,,4.59
2002 10 02 22 57 27.39,Tirreno meridionale,,38.368,13.68,,4.85
2002 10 27 00 07 29.91,Etna - Area sommitale,,37.752,14.986,,3.73
2002 10 27 00 10 28.11,Etna - Area sommitale,,37.764,15.009,,3.5
2002 10 27 01 13 32.61,Etna - Area sommitale,,37.773,14.997,,3.5
2002 10 27 01 28 17.80,Etna - Versante nord-orientale,,37.819,15.049,,3.73
2002 10 27 01 58 10.35,Etna - Versante nord-occidentale,,37.762,14.951,,4.31
2002 10 27 02 29 28.17,Etna - Piano Provenzana (Linguaglossa),,37.79,15.019,,3.73
2002 10 27 02 39 09.54,Etna - Piano Provenzana (Linguaglossa),,37.794,15.025,,3.5
2002 10 27 02 42 11.83,Etna - Versante nord-orientale,,37.808,15.103,,3.62
2002 10 27 02 50 24.05,Etna - Piano Provenzana (Linguaglossa),17,37.802,15.04,8,4.84
2002 10 27 05 31 11.32,Etna - Piano Provenzana (Linguaglossa),,37.789,15.026,,3.5
2002 10 27 06 06 55.07,Etna - Piano Provenzana (Linguaglossa),,37.794,15.033,,3.62
2002 10 27 07 32 06.48,Etna - Piano Provenzana (Linguaglossa),,37.794,15.031,,4.49
2002 10 29 10 02 20.12,Etna - Bongiardo (S. Venerina),38,37.674,15.143,8,4.75
2002 10 29 10 56 09.32,Etna - Piano Pernicana (Lingualossa),,37.809,15.072,,3.85
2002 10 29 11 02 35.33,Etna - Piano Pernicana (Linguaglossa),1,37.803,15.09,06/07/20,4.1
2002 10 29 15 49 50.50,Etna - Versante nord-orientale,,37.812,15.045,,4.08
2002 10 29 16 39 46.61,Etna - Scillichenti (Acireale),7,37.649,15.172,06/07/20,4.23
2002 10 29 17 14 50.90,Etna - Milo,17,37.716,15.121,07/08/20,3.9
2002 11 01 18 01 42.14,Etna - Piano Pernicana (Lingualossa),,37.801,15.053,,3.62
2002 11 03 10 21 59.26,Etna - Versante nord-orientale,,37.814,15.071,,3.73
2002 11 07 21 35 44.27,Tirreno meridionale,,38.405,13.587,,4.24
2002 11 17 05 04 15.56,Tirreno meridionale,,38.537,13.906,,4.76
2002 11 24 06 59 59.08,Etna - Versante orientale,15,37.69,15.109,6,3.7
2002 12 01 16 18 03.35,Tirreno meridionale,,38.826,14.724,,4.26
2002 12 02 12 28 13.29,Etna - Macchia (Giarre),30,37.711,15.151,6,3.2
2002 12 08 19 11 00.90,Tirreno meridionale,,38.409,13.639,,4.1
2002 12 24 01 12 58.08,Etna - Piano Pernicana (Lingualossa),,37.806,15.067,,3.96
2003 02 13 05 32 41.59,Etna - Piano Pernicana (Linguaglossa),4,37.808,15.073,6,2.57
2003 07 07 15 08 12.41,Stretto di Sicilia,,36.074,14.912,,4.32
2003 07 17 12 41 02.58,Etna - Versante nord-orientale,,37.806,15.117,,3.62
2003 11 06 01 01 35.65,Tirreno meridionale,,38.67,13.863,,4.12
2004 05 05 13 39 42.93,Isole Eolie,641,38.547,14.792,,5.42
2004 06 01 10 32 28.67,Etna - Piano Pernicana (Linguaglossa),17,37.8,15.046,06/07/20,3.73
