Lat,Lon,Mw
42.79600000000001,12.728,4.95
43.489,11.147,4.18
43.318000000000005,11.332,3.7
43.453,11.105,5.1
43.419,11.162,4.84
43.458999999999996,13.482999999999999,4.4
44.861999999999995,10.671,5.21
43.551,10.309000000000001,4.63
42.351000000000006,13.399000000000001,4.63
43.3,13.453,4.63
41.72,12.671,4.4
43.608000000000004,12.239,3.93
44.9,10.719000000000001,5.06
41.89,12.652000000000001,3.93
44.571999999999996,10.728,5.13
41.898999999999994,12.477,4.86
43.659,11.14,5.24
44.25,11.97,5.28
43.635,10.355,5.12
42.865,11.683,4.86
43.933,10.915,4.63
42.832,13.015,5.58
42.251999999999995,11.757,5.1
42.402,12.86,5.1
43.867,12.01,4.63
44.06,11.842,4.4
44.115,12.004000000000001,4.63
43.326,12.41,4.93
44.174,12.09,4.57
41.754,12.68,4.87
44.213,11.074000000000002,4.53
44.748999999999995,10.48,4.6
44.753,10.544,5.48
42.98,12.605,6.43
44.778,10.832,4.51
44.765,10.494000000000002,5.51
42.955,12.704,4.4
42.955,13.107999999999999,4.76
42.951,13.12,4.78
43.005,13.07,5.35
44.479,11.32,4.71
43.961999999999996,11.415999999999999,4.63
44.175,10.182,5.94
42.765,12.788,5.1
42.84,12.909,5.48
43.806000000000004,13.008,4.63
42.876999999999995,12.884,5.19
43.54600000000001,12.651,4.4
43.229,13.177,4.41
44.003,11.261,5.03
42.516999999999996,12.520999999999999,4.86
44.18,12.142000000000001,4.4
41.839,12.890999999999998,4.86
43.843,10.505,4.73
43.47,10.562000000000001,6.04
43.321999999999996,11.331,5.05
42.351000000000006,13.399000000000001,4.16
42.351000000000006,13.399000000000001,4.63
44.096000000000004,11.414000000000001,4.4
44.57,11.134,4.16
42.282,13.592,4.63
42.048,13.514000000000001,4.86
43.318000000000005,11.332,3.93
43.35,10.867,4.72
42.736000000000004,12.737,4.63
42.516999999999996,12.520999999999999,4.86
42.736000000000004,12.613,4.71
43.055,12.543,5.57
44.353,11.714,4.57
43.318000000000005,11.332,3.7
41.808,12.681,4.27
43.67,12.040999999999999,4.4
44.748999999999995,10.48,5.11
43.181999999999995,11.529000000000002,4.4
43.326,11.306,4.46
43.331,11.349,4.83
42.825,13.097000000000001,5.73
44.743,10.793,3.93
43.946000000000005,11.909,4.63
43.303999999999995,12.565999999999999,4.79
43.003,11.999,5.02
44.233000000000004,12.120999999999999,5.13
41.831,12.640999999999998,4.16
44.336999999999996,11.059000000000001,4.84
44.042,11.282,5.11
43.285,12.314,5.1
42.82,12.777000000000001,4.4
43.318000000000005,11.332,4.16
42.87,11.538,4.4
43.336000000000006,11.333,4.4
43.342,11.35,4.81
44.31399999999999,11.116,5.43
43.453,11.105,4.98
44.629,10.779000000000002,4.57
43.555,13.472999999999999,5.15
44.133,12.062000000000001,5.61
44.218,12.075,4.95
43.301,10.619000000000002,5.15
43.42100000000001,11.349,4.63
43.089,13.244000000000002,5.85
44.611999999999995,10.700999999999999,5.01
43.36600000000001,13.620999999999999,4.4
42.333,13.777000000000001,5.12
44.168,11.589,4.96
44.025,11.783,4.16
44.208999999999996,12.659,5.74
42.736000000000004,12.737,4.57
41.827,12.784,5.06
41.744,12.754000000000001,4.55
42.288000000000004,12.116,4.72
42.718,13.013,4.22
44.424,11.543,4.84
44.403999999999996,11.512,4.63
44.276,11.38,4.52
44.218,10.037,4.98
42.851000000000006,12.673,5.46
44.226000000000006,11.491,4.53
42.766000000000005,13.043,5.59
44.168,11.587,5.03
44.315,11.719000000000001,4.16
44.401,11.349,5.22
44.411,11.459000000000001,4.59
44.371,12.033,4.69
44.405,11.484000000000002,4.77
42.81399999999999,12.715,4.51
44.141999999999996,12.189,4.71
42.626999999999995,11.828,4.63
42.727,12.875,4.45
42.982,13.940999999999999,5.15
41.831,12.828,5.1
41.806999999999995,12.765,4.67
42.67100000000001,13.255,5.1
42.665,13.953,4.63
41.72,12.671,4.63
41.763999999999996,12.685,4.38
42.93,13.088,4.16
42.521,12.844000000000001,4.9
42.025,12.995,4.4
42.343,13.433,4.17
41.995,13.482000000000001,3.93
43.525,13.17,4.44
44.288000000000004,11.880999999999998,4.12
43.748999999999995,11.219000000000001,4.47
42.556000000000004,13.665,4.46
44.355,11.314,4.53
42.293,12.692,4.3
42.571999999999996,11.783,4.4
42.81399999999999,13.404000000000002,4.19
43.898,11.642999999999999,4.16
43.589,11.169,4.52
43.542,11.172,4.16
43.903,10.69,3.93
42.843,12.747,4.16
44.353,11.895999999999999,4.36
43.391000000000005,12.147,4.34
42.231,13.11,4.4
41.725,12.712,5.14
44.376999999999995,10.508,4.28
43.48,12.273,4.25
44.126999999999995,11.502,4.37
44.093999999999994,11.581,3.93
41.722,12.69,3.78
42.608000000000004,13.002,4.55
44.376000000000005,10.13,4.04
42.018,12.911,4.12
43.551,10.309000000000001,4.16
44.721000000000004,12.017000000000001,4.65
44.745,10.605,3.98
43.703,11.264000000000001,5.5
42.655,12.637,4.49
45.008,11.96,3.98
43.762,11.241,4.55
42.32,13.540999999999999,3.93
44.669,11.942,4.47
43.967,10.818,4.67
42.81100000000001,12.84,4.25
44.027,11.818,4.77
43.528999999999996,11.214,4.51
43.268,13.675999999999998,4.16
41.766000000000005,12.432,4.83
42.556000000000004,12.593,4.08
43.864,12.209000000000001,3.7
44.059,10.921,4.37
44.202,10.817,4.33
42.725,12.936,4.68
43.158,12.602,4.86
43.474,11.114,4.26
43.553999999999995,12.555,4.34
43.636,10.655,4.27
43.79,10.667,4.59
43.003,12.642999999999999,4.19
43.706,12.966,5.4
43.018,13.495999999999999,4.16
43.085,11.597000000000001,4.1
43.498000000000005,12.382,5.09
44.657,11.821,4.59
44.655,10.26,5.37
44.657,11.821,4.59
42.888000000000005,12.927,3.93
42.413999999999994,12.902999999999999,5.5
42.895,12.994000000000002,5.03
42.908,12.975,5.48
43.653,12.315999999999999,3.93
43.132,13.139000000000001,4.39
42.996,13.106,4.04
42.8,12.927999999999999,3.96
43.206,13.495,4.08
43.958,11.117,5.02
44.01,11.822000000000001,4.02
41.798,12.686,5.1
42.583,12.767999999999999,4.22
42.781000000000006,13.732999999999999,4.28
42.833,12.578,4.16
43.468999999999994,11.287,3.7
42.718999999999994,12.113,4.16
44.908,11.093,3.68
44.891999999999996,11.087,4.11
42.1,12.735999999999999,5.25
42.54600000000001,12.232000000000001,4.4
42.736000000000004,12.737,4.16
43.56399999999999,10.952,4.68
43.876999999999995,12.879000000000001,4.23
44.093,10.463,4.98
41.808,12.681,3.93
42.833,12.578,4.16
43.643,11.832,4.46
44.113,10.28,4.78
42.357,12.839,4.74
44.121,10.128,4.35
42.839,11.602,4.83
42.402,12.86,3.93
42.635,12.040999999999999,4.4
44.32899999999999,9.953,5.19
42.794,13.074000000000002,4.81
42.097,13.315999999999999,5.68
42.076,13.319,4.56
44.49,10.64,4.81
42.032,13.425999999999998,4.32
42.092,13.363,4.16
42.078,13.352,3.93
42.06399999999999,13.342,4.4
42.092,13.363,4.4
44.2,10.842,4.82
43.013000000000005,12.66,4.1
43.035,13.300999999999998,4.63
42.979,11.383,4.31
42.943000000000005,12.703,4.24
43.965,10.821,5.1
42.861999999999995,11.558,4.55
43.158,13.22,3.7
42.843,12.700999999999999,4.24
42.607,13.423,4.28
42.722,12.86,4.41
41.751999999999995,12.684000000000001,4.08
43.446000000000005,11.137,4.3
42.38399999999999,13.140999999999998,4.29
43.457,11.219000000000001,3.96
43.048,14.097000000000001,4.75
43.402,11.353,4.19
43.486000000000004,11.374,4.44
42.338,13.368,4.12
43.129,13.339,4.61
44.263999999999996,10.823,4.5
43.321999999999996,11.45,4.36
44.833,11.294,3.93
43.273,11.682,4.25
43.156000000000006,13.597000000000001,3.7
44.57899999999999,11.687999999999999,5.36
42.562,12.647,4.16
42.442,13.392999999999999,4.03
44.185,10.431,4.13
43.15,11.402999999999999,5.34
43.133,11.2,5.09
41.937,12.412,4.15
42.543,11.755999999999998,4.63
42.736000000000004,12.737,4.4
45.022,11.175999999999998,4.02
42.092,13.363,4.16
42.63,13.105,3.93
44.821000000000005,11.162,4.16
42.742,12.929,4.93
42.708,13.280999999999999,4.3
42.68,13.184000000000001,3.93
42.68,13.184000000000001,4.56
42.582,12.314,4.42
44.117,12.074000000000002,5.26
44.18899999999999,12.193,5.09
44.06100000000001,12.508,5.04
43.81100000000001,11.815999999999999,4.54
41.778999999999996,12.648,4.74
42.376000000000005,13.405,4.16
42.31,13.57,4.36
43.43600000000001,11.344000000000001,5.08
43.394,11.239,4.35
43.58,12.609000000000002,3.96
44.058,11.258,4.22
44.784,10.885,3.76
44.13,10.805,4.18
44.041000000000004,11.762,4.79
43.81399999999999,11.89,4.54
43.442,12.436,3.93
44.551,10.196,4.65
43.47,10.433,4.33
42.022,13.578,4.26
43.453,11.360999999999999,4.16
43.177,12.738,4.47
43.912,10.597999999999999,5.63
42.013999999999996,13.53,7.08
44.161,12.261,4.38
41.855,13.017999999999999,4.88
41.926,13.231,4.83
43.012,12.892999999999999,4.97
43.078,12.463,4.55
42.05,12.905999999999999,4.8
41.995,12.937999999999999,3.93
42.718,13.013,3.93
42.415,13.075999999999999,5.07
44.733000000000004,10.47,4.87
42.53,12.655,4.53
42.292,13.397,5.09
44.119,12.748,5.82
44.089,12.674000000000001,4.82
42.824,13.227,4.82
44.074,10.469000000000001,4.56
43.467,11.043,3.93
44.167,12.917,5.0
44.167,12.917,5.0
44.167,12.917,4.42
44.167,12.917,5.34
44.167,12.917,5.35
44.167,12.917,4.93
44.167,12.917,4.77
44.167,12.917,5.31
44.167,12.917,4.85
44.167,12.917,5.01
43.8,12.8,4.6
44.019,12.737,5.82
44.167,12.917,5.46
43.8,12.8,4.69
44.167,12.917,5.3
44.167,12.917,4.81
44.167,12.917,4.95
44.167,12.917,4.57
42.775,12.525,4.4
42.646,13.169,5.5
44.005,11.802999999999999,4.74
42.793,13.314,4.44
43.467,12.129000000000001,5.99
42.59,12.640999999999998,5.03
42.082,13.087,4.68
42.955,12.704,3.7
42.537,12.03,4.2
43.578,13.628,5.22
44.059,11.829,5.09
43.621,10.868,3.7
43.621,10.868,4.16
44.133,12.1,4.84
43.335,12.254000000000001,4.13
42.855,12.548,4.48
44.691,10.63,4.41
43.917,11.933,5.96
43.111999999999995,12.287,4.64
43.957,11.482000000000001,6.38
42.793,11.788,5.36
44.09,10.584000000000001,3.7
43.571000000000005,12.132,5.03
42.29,13.300999999999998,3.93
42.836999999999996,13.439,4.3
43.997,11.879000000000001,4.54
44.25,10.283,5.61
44.185,10.277999999999999,6.53
44.25,10.283,5.18
44.25,10.283,5.05
44.317,10.283,4.62
43.36600000000001,11.538,4.07
44.159,10.192,3.7
43.203,12.774000000000001,4.23
43.12,13.253,4.66
42.684,11.865,4.39
44.821000000000005,11.408,3.7
43.148,13.286,4.73
44.146,10.686,4.32
43.628,13.407,4.34
42.21,13.22,4.33
44.595,10.799000000000001,5.04
43.103,13.463,4.28
43.736999999999995,13.138,5.48
42.729,11.815999999999999,4.47
44.147,10.776,4.46
42.516999999999996,12.841,3.66
44.282,10.286,4.1
43.227,10.870999999999999,4.29
44.051,10.378,3.95
42.867,11.602,4.16
42.852,11.630999999999998,4.9
44.488,10.488,3.46
42.021,13.540999999999999,4.24
42.898999999999994,13.074000000000002,4.57
44.358000000000004,10.378,4.29
43.451,12.453,4.29
43.417,12.417,4.56
43.026,11.503,4.4
43.865,13.228,5.02
44.797,10.872,4.67
44.783,10.872,3.93
44.126000000000005,10.201,4.26
43.36600000000001,13.094000000000001,4.4
44.445,11.387,5.05
44.312,11.665,4.72
44.538999999999994,11.478,4.82
44.496,11.202,5.13
44.479,11.179,4.54
44.481,11.15,5.36
44.482,11.110999999999999,5.1
44.468999999999994,11.222999999999999,4.61
44.486000000000004,11.175,4.73
44.489,11.11,5.2
44.424,11.529000000000002,4.57
42.888000000000005,12.741,4.16
44.479,11.112,5.29
43.988,11.507,4.96
44.481,11.130999999999998,3.89
42.683,11.845,4.16
42.812,13.196,4.5
44.136,10.724,4.91
43.049,13.435,4.44
44.6,10.6,
42.798,13.026,3.93
44.498000000000005,11.209000000000001,3.97
44.292,11.054,4.21
44.434,10.860999999999999,4.12
43.68899999999999,13.385,5.83
42.872,13.345999999999998,4.31
44.239,10.043,4.29
44.821000000000005,11.764000000000001,4.74
44.163000000000004,11.708,4.14
44.193999999999996,11.71,4.4
44.28,11.718,4.81
42.565,12.152999999999999,4.25
44.541000000000004,11.022,4.59
43.722,13.113,4.02
42.442,12.546,4.38
44.056999999999995,11.367,4.88
42.718,13.013,4.63
44.111999999999995,11.527000000000001,4.62
44.593999999999994,10.854000000000001,3.63
44.773999999999994,10.809000000000001,3.86
43.166000000000004,10.864,3.93
44.18600000000001,11.765,3.94
44.495,11.012,3.95
43.916000000000004,10.283,
44.56100000000001,13.720999999999998,5.3
44.26,11.876,5.23
42.955,12.704,4.16
43.013000000000005,12.66,4.16
42.703,11.842,3.84
43.145,13.222999999999999,4.76
43.788999999999994,13.147,4.16
44.333999999999996,10.834000000000001,5.3
42.371,13.062999999999999,4.56
44.001999999999995,11.431,5.01
44.125,10.255,4.96
44.114,10.073,4.85
43.36,11.389000000000001,4.23
42.85,11.716,4.64
43.07,12.616,4.16
43.708,12.297,4.4
42.885,11.867,5.29
42.888000000000005,12.927,4.4
41.988,13.068,4.35
43.111999999999995,12.389000000000001,3.93
42.758,13.283,5.02
42.9,13.533,
42.795,13.267000000000001,5.04
42.718,13.292,4.94
43.048,13.464,4.85
43.088,12.47,4.16
43.714,13.222999999999999,4.16
42.94,13.626,5.67
43.266999999999996,10.879000000000001,4.63
43.095,11.625,4.46
43.1,13.357999999999999,3.93
43.598,12.127,5.04
42.861000000000004,11.562999999999999,4.82
42.585,12.844000000000001,4.4
42.507,12.853,5.42
42.511,12.847999999999999,4.65
42.527,12.832,4.16
43.986999999999995,11.489,4.42
42.873999999999995,12.899000000000001,3.7
42.515,12.856,4.16
42.216,12.424000000000001,4.16
42.532,12.805,4.98
43.7,13.4,4.38
42.633,13.3,4.74
42.693999999999996,13.248,4.16
43.391999999999996,10.463,4.99
43.533,10.333,4.71
44.731,10.671,4.41
42.878,13.579,4.4
42.547,13.457,5.69
42.7,13.2,4.44
42.466,13.460999999999999,5.25
44.028,10.384,4.59
43.028999999999996,13.288,5.25
44.458,10.989,4.4
43.98,11.883,4.94
43.967,11.867,4.76
44.004,12.079,4.42
44.363,11.525,
44.787,10.795,4.73
44.06399999999999,12.061,4.7
42.568999999999996,12.727,4.16
44.136,9.89,4.07
44.18600000000001,10.088,4.53
44.621,11.982000000000001,4.96
43.298,11.28,4.03
44.208999999999996,11.33,4.74
43.93899999999999,11.897,4.99
43.95,11.817,4.59
44.003,11.876,4.51
42.443999999999996,13.292,4.46
42.7,13.008,4.16
42.256,13.079,4.94
43.937,11.942,4.68
43.9,11.833,4.72
43.733000000000004,12.013,4.23
42.733000000000004,12.727,4.58
44.395,10.995,4.73
44.386,10.218,4.27
43.483000000000004,13.581,4.5
42.707,12.029000000000002,4.97
42.729,12.981,4.25
42.896,11.769,4.05
42.317,13.498,5.04
42.699,13.674000000000001,4.33
43.958999999999996,12.064,4.31
43.698,11.297,4.85
42.98,12.652000000000001,4.18
43.211000000000006,12.995,4.32
42.037,13.267000000000001,4.72
42.613,13.322000000000001,4.44
43.708,12.297,4.45
42.715,12.530999999999999,4.66
44.02,11.852,4.28
42.726000000000006,12.498,4.93
42.578,12.564,4.53
42.535,12.571,4.67
43.998999999999995,11.385,4.91
43.753,12.565999999999999,4.16
43.361999999999995,12.544,4.96
41.986000000000004,13.378,4.55
42.02,13.037,4.55
42.026,13.049000000000001,4.62
44.13399999999999,11.962,4.37
44.18,10.199,4.18
42.407,13.064,5.09
43.92100000000001,12.806,4.35
44.168,11.175999999999998,4.69
42.833,13.05,4.07
43.876999999999995,12.144,4.76
42.733999999999995,12.989,5.02
43.545,11.35,4.54
43.159,13.197000000000001,4.35
42.751000000000005,12.706,5.34
44.358000000000004,10.299000000000001,4.16
43.036,13.181,4.31
42.397,13.038,4.64
43.442,12.436,3.7
44.826,11.265,3.93
42.786,13.035,4.74
42.622,13.323,4.71
44.416000000000004,11.977,5.23
42.383,12.259,4.47
44.32,10.296,3.7
44.681000000000004,10.873,4.16
